Time,Source,Target,Amount,Location,Type,Labels
7904,S14235,T1037,1060.0,L100,TP126,2
7905,S14172,T1037,1073.0,L100,TP126,2
7906,S14172,T1037,1076.0,L100,TP126,2
7907,S14236,T1037,7533.0,L100,TP126,2
7908,S14237,T1037,1022.0,L100,TP126,2
7909,S14238,T1034,51.32,L110,TP120,2
7910,S11275,T1121,0.0,L100,TP121,0
7911,S13443,T1037,9.0,L100,TP126,2
7912,S14239,T1264,60.95,L102,TP116,2
7913,S14240,T1055,6.0,L100,TP126,2
7914,S12677,T1008,5.95,L100,TP105,2
7915,S13894,T1008,9.6,L100,TP105,2
7916,S14241,T1013,38.49,L102,TP108,1
7917,S14241,T1013,31.67,L102,TP108,0
7918,S14242,T1083,476.1,L106,TP110,2
7919,S10867,T1008,24.93,L100,TP105,2
7920,S13906,T1023,8.53,L100,TP120,0
7921,S10025,T1007,157.0,L100,TP102,0
7922,S13764,T1008,9.99,L100,TP105,2
7923,S12432,T1000,40.0,L100,TP100,2
7924,S10592,T1008,59.92,L100,TP105,2
7925,S13619,T1309,82.11,L100,TP144,0
7926,S10082,T1008,9.95,L100,TP105,2
7927,S11203,T1008,24.92,L100,TP105,2
7928,S10592,T1008,9.94,L100,TP105,2
7929,S11166,T1008,5.91,L100,TP105,2
7930,S10636,T1299,14.92,L183,TP126,0
7931,S13468,T1008,9.99,L100,TP105,2
7932,S13234,T1008,9.95,L100,TP105,2
7933,S10078,T1008,280.0,L100,TP105,2
7934,S13057,T1008,60.0,L100,TP105,2
7935,S13547,T1008,9.69,L100,TP105,2
7936,S11694,T1013,8.68,L102,TP108,2
7937,S13906,T1023,1.0,L100,TP120,0
7938,S13905,T1023,14.9,L100,TP120,0
7939,S10025,T1007,157.0,L100,TP102,0
7940,S14243,T1080,93.69,L110,TP100,2
7941,S13036,T1004,1.04,L102,TP114,2
7942,S14244,T1003,78.2,L100,TP100,2
7943,S14245,T1037,211.0,L100,TP126,2
7944,S11166,T1008,5.91,L100,TP105,2
7945,S14246,T1003,163.11,L100,TP100,2
7946,S14247,T1000,32.64,L100,TP100,2
7947,S14248,T1102,257.1,L110,TP135,2
7948,S11166,T1008,19.94,L100,TP105,2
7949,S13001,T1008,23.94,L100,TP105,2
7950,S10085,T1008,9.98,L100,TP105,2
7951,S13186,T1008,59.99,L100,TP105,2
7952,S13905,T1023,33.22,L100,TP120,0
7953,S14249,T1003,49.98,L100,TP100,2
7954,S13906,T1023,8.54,L100,TP120,0
7955,S11166,T1008,5.95,L100,TP105,2
7956,S13234,T1008,19.94,L100,TP105,2
7957,S11226,T1008,9.95,L100,TP105,2
7958,S14250,T1013,12.82,L102,TP108,2
7959,S12346,T1038,54.11,L102,TP125,2
7960,S13186,T1008,59.94,L100,TP105,2
7961,S13186,T1008,59.92,L100,TP105,2
7962,S14251,T1083,431.06,L106,TP110,2
7963,S13318,T1046,189.0,L106,TP108,2
7964,S10592,T1008,15.98,L100,TP105,2
7965,S13906,T1023,2.81,L100,TP120,0
7966,S14252,T1004,145.1,L102,TP137,2
7967,S14253,T1212,2662.67,L110,TP110,2
7968,S14254,T1023,15.84,L100,TP120,2
7969,S14255,T1083,199.78,L106,TP110,2
7970,S14256,T1182,23.31,L106,TP139,2
7971,S14257,T1083,392.46,L106,TP110,2
7972,S14258,T1182,41.04,L106,TP139,2
7973,S14259,T1182,79.0,L106,TP139,2
7974,S14260,T1182,6.9,L106,TP139,2
7975,S14261,T1182,24.94,L106,TP139,2
7976,S14262,T1182,130.0,L106,TP139,2
7977,S14263,T1083,164.83,L106,TP110,2
7978,S14264,T1182,142.0,L106,TP139,2
7979,S14265,T1083,108.51,L106,TP110,2
7980,S14266,T1004,26.0,L102,TP137,2
7981,S14267,T1083,287.59,L106,TP110,2
7982,S11203,T1008,20.0,L100,TP105,2
7983,S14268,T1098,32.03,L110,TP137,2
7984,S14269,T1098,15.96,L110,TP137,2
7985,S14270,T1098,1095.01,L110,TP137,2
7986,S14271,T1073,524.0,L110,TP112,2
7987,S13515,T1008,15.92,L100,TP105,2
7988,S14234,T1098,12.64,L110,TP137,2
7989,S14272,T1107,499.0,L110,TP126,2
7990,S14273,T1023,7.0,L100,TP120,2
7991,S10233,T1008,30.0,L100,TP105,2
7992,S11203,T1008,10.0,L100,TP105,2
7993,S11166,T1008,59.95,L100,TP105,2
7994,S14274,T1107,117.0,L110,TP126,2
7995,S11473,T1045,62.99,L106,TP108,2
7996,S14275,T1046,366.0,L106,TP108,2
7997,S14276,T1046,60.0,L106,TP108,2
7998,S11203,T1008,80.0,L100,TP105,2
7999,S14277,T1045,5.0,L106,TP108,2
8000,S14278,T1083,604.0,L106,TP110,2
8001,S14279,T1003,7.58,L100,TP100,2
8002,S13119,T1046,399.0,L106,TP108,2
8003,S14280,T1045,14.3,L106,TP108,2
8004,S14281,T1046,190.0,L106,TP108,2
8005,S14282,T1000,19.5,L100,TP100,2
8006,S11166,T1008,59.99,L100,TP105,2
8007,S11166,T1008,59.96,L100,TP105,2
8008,S14283,T1037,1071.0,L100,TP126,2
8009,S14284,T1000,30.02,L100,TP100,2
8010,S14285,T1107,500.0,L110,TP126,2
8011,S14286,T1003,51.37,L100,TP100,2
8012,S11203,T1008,30.0,L100,TP105,2
8013,S14287,T1083,5.0,L106,TP110,2
8014,S11203,T1008,80.0,L100,TP105,2
8015,S11203,T1008,50.0,L100,TP105,2
8016,S14288,T1003,119.92,L100,TP100,2
8017,S14289,T1159,707.17,L110,TP110,1
8018,S14290,T1037,3.0,L100,TP126,2
8019,S14291,T1003,35.51,L100,TP100,2
8020,S14279,T1000,8.62,L100,TP100,2
8021,S12332,T1018,0.0,L102,TP113,0
8022,S14292,T1000,73.52,L100,TP100,2
8023,S10122,T1000,230.98,L100,TP100,2
8024,S14293,T1003,384.98,L100,TP100,2
8025,S14294,T1318,6235.47,L187,TP116,2
8026,S14295,T1107,700.0,L110,TP126,2
8027,S14296,T1029,91.0,L110,TP102,2
8028,S14297,T1074,9.0,L110,TP137,2
8029,S14298,T1000,11.04,L100,TP100,2
8030,S11675,T1008,15.97,L100,TP105,2
8031,S14299,T1000,46.8,L100,TP100,2
8032,S10694,T1023,400.0,L100,TP120,0
8033,S10694,T1023,900.0,L100,TP120,0
8034,S14300,T1025,5.0,L102,TP151,2
8035,S10645,T1000,18.97,L100,TP100,2
8036,S14112,T1008,5.99,L100,TP105,2
8037,S14152,T1153,9.0,L106,TP139,2
8038,S13487,T1110,116.62,L110,TP126,2
8039,S14301,T1321,1094.96,L110,TP126,2
8040,S14302,T1053,13.47,L106,TP125,2
8041,S10568,T1023,15.07,L100,TP120,0
8042,S14303,T1098,196.95,L110,TP137,2
8043,S14304,T1003,86.6,L100,TP100,2
8044,S10179,T1023,36.0,L100,TP120,0
8045,S14305,T1130,180.46,L106,TP102,2
8046,S14306,T1000,44.94,L100,TP100,2
8047,S14307,T1004,21.1,L102,TP114,2
8048,S13236,T1003,11.0,L100,TP100,2
8049,S14308,T1037,3.0,L100,TP126,2
8050,S14071,T1004,27.22,L102,TP114,2
8051,S14307,T1004,19.3,L102,TP114,2
8052,S14309,T1053,35.3,L106,TP125,2
8053,S11203,T1008,40.0,L100,TP105,2
8054,S14112,T1008,5.95,L100,TP105,2
8055,S11675,T1008,15.91,L100,TP105,2
8056,S11166,T1008,5.97,L100,TP105,2
8057,S10233,T1008,9.95,L100,TP105,2
8058,S10233,T1008,10.0,L100,TP105,2
8059,S14310,T1002,53.0,L100,TP102,2
8060,S11203,T1008,60.0,L100,TP105,2
8061,S14311,T1025,80.0,L102,TP112,2
8062,S11675,T1008,23.92,L100,TP105,2
8063,S11203,T1008,60.0,L100,TP105,2
8064,S14312,T1003,11.5,L100,TP100,2
8065,S14313,T1025,92.0,L102,TP128,0
8066,S11203,T1008,90.0,L100,TP105,2
8067,S14314,T1000,19.92,L100,TP100,2
8068,S14315,T1003,19.94,L100,TP100,2
8069,S11940,T1023,76.69,L100,TP120,0
8070,S14316,T1004,5.0,L102,TP116,2
8071,S14317,T1023,0.0,L100,TP120,0
8072,S14317,T1023,0.0,L100,TP120,0
8073,S14317,T1023,0.0,L100,TP120,0
8074,S14317,T1023,0.0,L100,TP120,0
8075,S14317,T1023,0.0,L100,TP120,0
8076,S13057,T1008,15.98,L100,TP105,2
8077,S14317,T1023,0.0,L100,TP120,0
8078,S14317,T1023,0.0,L100,TP120,0
8079,S14317,T1023,0.0,L100,TP120,0
8080,S14318,T1122,2561.9,L110,TP116,2
8081,S14319,T1023,1.0,L100,TP120,2
8082,S14320,T1310,0.0,L110,TP169,2
8083,S14321,T1122,2560.8,L110,TP116,2
8084,S14322,T1322,19.97,L100,TP120,0
8085,S11282,T1003,18.43,L100,TP100,2
8086,S14323,T1004,8.0,L102,TP116,2
8087,S12236,T1037,6.0,L100,TP126,2
8088,S13132,T1066,44.0,L110,TP116,2
8089,S13057,T1008,23.92,L100,TP105,2
8090,S14324,T1122,20489.5,L110,TP116,2
8091,S14325,T1122,721.7,L110,TP116,2
8092,S14326,T1073,1155.0,L110,TP112,2
8093,S14327,T1003,172.2,L100,TP100,2
8094,S14328,T1023,3.0,L100,TP120,2
8095,S10040,T1000,25.35,L100,TP100,2
8096,S14329,T1000,55.41,L100,TP100,2
8097,S14330,T1022,0.0,L102,TP118,2
8098,S14331,T1003,15.99,L100,TP100,2
8099,S14332,T1029,24.97,L110,TP102,2
8100,S14333,T1015,6.0,L100,TP110,2
8101,S14334,T1003,3.5,L100,TP100,2
8102,S10233,T1008,80.0,L100,TP105,2
8103,S14335,T1004,4.0,L102,TP116,2
8104,S14336,T1122,721.2,L110,TP116,2
8105,S10085,T1008,9.97,L100,TP105,2
8106,S11496,T1002,53.0,L100,TP102,2
8107,S13956,T1323,1176.8,L110,TP167,1
8108,S13956,T1323,1176.0,L110,TP167,1
8109,S14337,T1023,6.0,L100,TP120,2
8110,S13234,T1008,9.97,L100,TP105,2
8111,S14338,T1130,123.4,L106,TP102,2
8112,S14339,T1004,4.0,L102,TP116,2
8113,S11166,T1008,5.96,L100,TP105,2
8114,S14340,T1053,28.1,L106,TP125,2
8115,S14341,T1107,225.0,L110,TP126,2
8116,S14342,T1037,9.0,L100,TP126,2
8117,S14343,T1004,1.0,L102,TP116,2
8118,S13734,T1000,7.57,L100,TP100,2
8119,S14344,T1017,4.94,L100,TP112,2
8120,S14343,T1004,7.0,L102,TP116,2
8121,S14345,T1004,5.0,L102,TP116,2
8122,S11677,T1000,206.9,L100,TP100,2
8123,S14346,T1066,109.43,L110,TP116,2
8124,S14347,T1025,128.2,L102,TP112,2
8125,S14348,T1073,1159.0,L110,TP112,2
8126,S13132,T1066,49.0,L110,TP116,2
8127,S14349,T1110,7089.54,L110,TP126,2
8128,S14350,T1073,1159.0,L110,TP112,2
8129,S14351,T1025,128.5,L102,TP112,2
8130,S14352,T1324,22.3,L110,TP128,2
8131,S14353,T1022,1.0,L102,TP118,2
8132,S10040,T1000,18.94,L100,TP100,2
8133,S11677,T1000,66.55,L100,TP100,2
8134,S14354,T1037,2155.0,L100,TP126,2
8135,S14355,T1004,89.98,L102,TP128,2
8136,S14356,T1000,515.36,L100,TP100,2
8137,S14357,T1004,1.0,L102,TP116,2
8138,S14358,T1023,9.0,L100,TP120,2
8139,S14359,T1003,9.97,L100,TP100,2
8140,S14360,T1004,28.03,L102,TP124,2
8141,S14361,T1004,4.6,L102,TP124,2
8142,S14362,T1037,3.0,L100,TP126,2
8143,S14363,T1025,5.0,L102,TP112,2
8144,S14130,T1107,0.0,L110,TP126,2
8145,S14364,T1066,479.04,L110,TP116,2
8146,S13132,T1066,22.0,L110,TP116,2
8147,S14365,T1004,0.0,L102,TP116,2
8148,S14366,T1025,68.2,L102,TP112,2
8149,S11041,T1029,233.44,L110,TP102,2
8150,S11041,T1029,233.47,L110,TP102,2
8151,S14367,T1004,26.2,L102,TP178,2
8152,S10583,T1013,39.16,L102,TP108,2
8153,S14368,T1045,14.82,L106,TP108,2
8154,S14052,T1000,208.48,L100,TP100,0
8155,S14369,T1003,280.36,L100,TP100,2
8156,S14370,T1023,3.0,L100,TP120,0
8157,S10040,T1000,28.84,L100,TP100,2
8158,S14370,T1023,8.54,L100,TP120,0
8159,S14370,T1023,8.53,L100,TP120,1
8160,S14370,T1023,8.53,L100,TP120,1
8161,S14370,T1023,8.54,L100,TP120,0
8162,S14371,T1004,308.93,L102,TP133,2
8163,S14370,T1023,4.0,L100,TP120,1
8164,S14370,T1023,3.0,L100,TP120,0
8165,S14308,T1037,574.0,L100,TP126,2
8166,S10122,T1000,20.0,L100,TP100,2
8167,S14372,T1003,14.0,L100,TP100,2
8168,S14241,T1013,32.25,L102,TP108,0
8169,S14241,T1013,32.29,L102,TP108,1
8170,S14241,T1013,32.25,L102,TP108,1
8171,S14241,T1013,32.63,L102,TP108,0
8172,S14373,T1037,1073.0,L100,TP126,2
8173,S14374,T1004,6.03,L102,TP124,2
8174,S14375,T1110,172.42,L110,TP126,2
8175,S14376,T1037,7.0,L100,TP126,2
8176,S12714,T1000,24.15,L100,TP100,2
8177,S14377,T1055,600.0,L100,TP126,2
8178,S14378,T1017,4.94,L100,TP112,2
8179,S14379,T1000,187.43,L100,TP100,2
8180,S11806,T1257,134.15,L110,TP112,2
8181,S14380,T1029,559.48,L110,TP102,2
8182,S14195,T1002,50.0,L100,TP102,2
8183,S11048,T1137,889.0,L143,TP130,0
8184,S14381,T1015,1857.06,L100,TP110,2
8185,S14382,T1003,89.69,L100,TP100,2
8186,S14241,T1077,24.1,L100,TP108,1
8187,S14241,T1077,24.8,L100,TP108,0
8188,S14383,T1030,42.9,L100,TP103,2
8189,S14384,T1046,10.0,L106,TP108,2
8190,S14385,T1083,3833.52,L106,TP110,2
8191,S11741,T1003,104.78,L100,TP100,2
8192,S11427,T1000,22.0,L100,TP100,2
8193,S14386,T1023,5.0,L100,TP120,2
8194,S14387,T1029,148.7,L148,TP102,2
8195,S14388,T1026,4.77,L110,TP100,2
8196,S14389,T1000,28.68,L100,TP100,2
8197,S10489,T1008,5.94,L100,TP105,2
8198,S14390,T1325,115.93,L106,TP102,1
8199,S14390,T1325,115.93,L106,TP102,0
8200,S14391,T1000,323.0,L100,TP100,2
8201,S12897,T1013,8.01,L102,TP108,2
8202,S14392,T1000,63.99,L100,TP100,2
8203,S12022,T1111,8.0,L102,TP125,0
8204,S11278,T1111,3.0,L102,TP125,0
8205,S14393,T1003,39.86,L100,TP100,2
8206,S14394,T1111,7.0,L102,TP125,2
8207,S14395,T1091,279.99,L110,TP140,2
8208,S14396,T1034,1027.59,L148,TP120,2
8209,S14397,T1023,43.0,L100,TP120,2
8210,S10506,T1000,14.92,L100,TP100,2
8211,S14398,T1000,89.34,L100,TP100,2
8212,S14399,T1000,134.17,L100,TP100,2
8213,S14400,T1000,21.41,L100,TP100,2
8214,S14401,T1000,190.8,L100,TP100,2
8215,S14402,T1029,547.38,L110,TP102,2
8216,S14403,T1000,47.79,L100,TP100,2
8217,S12332,T1018,20.0,L102,TP113,0
8218,S14404,T1326,6.0,L100,TP130,0
8219,S14404,T1326,5.0,L100,TP130,0
8220,S14405,T1000,7.09,L100,TP100,2
8221,S14404,T1045,9.0,L106,TP108,0
8222,S14406,T1045,9.0,L106,TP108,0
8223,S14406,T1045,4.0,L106,TP108,0
8224,S14407,T1000,61.56,L100,TP100,2
8225,S14406,T1018,5.0,L102,TP113,0
8226,S14406,T1018,9.0,L102,TP113,0
8227,S14406,T1018,91.0,L102,TP113,0
8228,S14406,T1018,97.0,L102,TP113,0
8229,S14406,T1018,260.5,L102,TP113,0
8230,S14406,T1018,96.4,L102,TP113,0
8231,S14406,T1018,96.8,L102,TP113,0
8232,S14406,T1018,13.0,L102,TP113,0
8233,S14408,T1029,211.13,L110,TP102,2
8234,S14409,T1002,57.17,L100,TP102,2
8235,S13412,T1038,29.91,L102,TP125,2
8236,S10496,T1000,30.81,L100,TP100,2
8237,S11466,T1038,15.69,L102,TP125,2
8238,S14410,T1000,28.66,L100,TP100,2
8239,S11694,T1013,8.33,L102,TP108,2
8240,S10529,T1038,49.18,L102,TP125,2
8241,S14411,T1011,1.0,L102,TP108,0
8242,S14411,T1011,3.0,L102,TP108,0
8243,S14412,T1011,9.0,L102,TP108,0
8244,S14412,T1011,8.0,L102,TP108,0
8245,S14413,T1037,1078.0,L100,TP126,2
8246,S10669,T1032,407.1,L102,TP123,2
8247,S14414,T1000,61.93,L100,TP100,2
8248,S14236,T1037,7535.0,L100,TP126,2
8249,S13816,T1000,14.64,L100,TP100,2
8250,S14415,T1003,18.6,L100,TP100,2
8251,S14416,T1100,0.7,L102,TP116,2
8252,S14417,T1029,1903.3,L110,TP102,2
8253,S14418,T1003,332.96,L100,TP100,2
8254,S12215,T1000,41.99,L100,TP100,2
8255,S14377,T1037,4.0,L100,TP126,2
8256,S14419,T1034,40.43,L110,TP120,2
8257,S14420,T1000,227.0,L100,TP100,2
8258,S14421,T1002,35.2,L100,TP102,2
8259,S14421,T1002,35.0,L100,TP102,2
8260,S14133,T1008,5.97,L100,TP105,2
8261,S13619,T1308,0.0,L102,TP131,0
8262,S13619,T1308,2.0,L102,TP131,0
8263,S14422,T1023,3.0,L100,TP120,2
8264,S14423,T1034,255.33,L148,TP120,2
8265,S14424,T1000,59.9,L100,TP100,2
8266,S11180,T1003,5.96,L100,TP100,2
8267,S13515,T1008,5.9,L100,TP105,2
8268,S14425,T1000,32.33,L100,TP100,2
8269,S13764,T1008,9.91,L100,TP105,2
8270,S11166,T1008,9.96,L100,TP105,2
8271,S14032,T1023,3.0,L100,TP120,0
8272,S11166,T1008,9.91,L100,TP105,2
8273,S13057,T1008,59.93,L100,TP105,2
8274,S11166,T1008,9.98,L100,TP105,2
8275,S11203,T1008,9.95,L100,TP105,2
8276,S14426,T1008,9.95,L100,TP105,2
8277,S11203,T1008,60.0,L100,TP105,2
8278,S11166,T1008,9.95,L100,TP105,2
8279,S11166,T1008,59.99,L100,TP105,2
8280,S14427,T1000,180.0,L100,TP100,2
8281,S11203,T1008,9.96,L100,TP105,2
8282,S14027,T1023,2.88,L100,TP120,0
8283,S14032,T1023,8.58,L100,TP120,0
8284,S10082,T1008,9.95,L100,TP105,2
8285,S11166,T1008,9.98,L100,TP105,2
8286,S11166,T1008,9.98,L100,TP105,2
8287,S14027,T1023,7.93,L100,TP120,0
8288,S14029,T1023,15.85,L100,TP120,0
8289,S11166,T1008,59.91,L100,TP105,2
8290,S14428,T1000,21.3,L100,TP100,2
8291,S14012,T1008,29.26,L100,TP105,0
8292,S14012,T1008,29.37,L100,TP105,0
8293,S11166,T1008,9.96,L100,TP105,2
8294,S10867,T1008,59.94,L100,TP105,2
8295,S10867,T1008,9.91,L100,TP105,2
8296,S14029,T1023,15.96,L100,TP120,0
8297,S10867,T1008,59.92,L100,TP105,2
8298,S11166,T1008,9.96,L100,TP105,2
8299,S14032,T1023,2.31,L100,TP120,0
8300,S10082,T1008,9.97,L100,TP105,2
8301,S10867,T1008,9.95,L100,TP105,2
8302,S14001,T1003,9.99,L100,TP100,2
8303,S11166,T1008,9.91,L100,TP105,2
8304,S11777,T1002,51.0,L100,TP102,2
8305,S14429,T1000,24.72,L100,TP100,2
8306,S14430,T1000,40.2,L100,TP100,2
8307,S10867,T1008,9.95,L100,TP105,2
8308,S13189,T1000,34.63,L100,TP100,2
8309,S10098,T1008,9.92,L100,TP105,2
8310,S14431,T1000,31.96,L100,TP100,2
8311,S13468,T1008,59.9,L100,TP105,2
8312,S13057,T1008,59.95,L100,TP105,2
8313,S13057,T1008,59.96,L100,TP105,2
8314,S10867,T1008,59.97,L100,TP105,2
8315,S11166,T1008,59.97,L100,TP105,2
8316,S11203,T1008,50.0,L100,TP105,2
8317,S11166,T1008,9.94,L100,TP105,2
8318,S11203,T1008,9.94,L100,TP105,2
8319,S14032,T1023,8.58,L100,TP120,0
8320,S14432,T1000,8.28,L100,TP100,2
8321,S13992,T1053,79.93,L106,TP125,2
8322,S14433,T1053,24.0,L106,TP125,2
8323,S14434,T1053,2.07,L106,TP125,2
8324,S14435,T1053,39.36,L106,TP125,2
8325,S14436,T1053,27.85,L106,TP125,2
8326,S14173,T1053,16.7,L106,TP125,2
8327,S14437,T1053,18.3,L106,TP125,2
8328,S14340,T1053,28.9,L106,TP125,2
8329,S14438,T1130,4.53,L106,TP102,2
8330,S14439,T1000,84.94,L100,TP100,2
8331,S11203,T1008,70.0,L100,TP105,2
8332,S10233,T1008,80.0,L100,TP105,2
8333,S12792,T1008,9.98,L100,TP105,2
8334,S10018,T1000,14.81,L100,TP100,2
8335,S10867,T1008,5.99,L100,TP105,2
8336,S14440,T1003,123.6,L100,TP100,2
8337,S11203,T1008,90.0,L100,TP105,2
8338,S13057,T1008,5.97,L100,TP105,2
8339,S14441,T1000,1.0,L100,TP100,2
8340,S11166,T1008,5.98,L100,TP105,2
8341,S14097,T1008,5.9,L100,TP105,2
8342,S13057,T1008,9.93,L100,TP105,2
8343,S13234,T1008,90.0,L100,TP105,2
8344,S11677,T1000,29.92,L100,TP100,2
8345,S14442,T1000,19.33,L100,TP100,2
8346,S12048,T1038,3.45,L102,TP125,2
8347,S10867,T1008,5.97,L100,TP105,2
8348,S14443,T1023,8.0,L100,TP120,2
8349,S14444,T1000,298.24,L100,TP100,2
8350,S14097,T1008,5.99,L100,TP105,2
8351,S11166,T1008,5.91,L100,TP105,2
8352,S11166,T1008,5.95,L100,TP105,2
8353,S13967,T1004,49.67,L102,TP114,2
8354,S13967,T1004,49.61,L102,TP114,2
8355,S14445,T1000,353.3,L100,TP100,2
8356,S14446,T1026,15.89,L110,TP100,2
8357,S14447,T1003,59.2,L100,TP100,2
8358,S11677,T1000,131.57,L100,TP100,2
8359,S14448,T1164,6710.0,L110,TP167,2
8360,S14449,T1023,9.0,L100,TP120,2
8361,S13668,T1002,56.0,L100,TP102,2
8362,S12191,T1003,45.98,L100,TP100,2
8363,S14450,T1130,253.5,L106,TP102,2
8364,S12431,T1004,60.0,L102,TP124,0
8365,S12431,T1004,23.0,L102,TP124,0
8366,S11203,T1008,9.95,L100,TP105,2
8367,S14222,T1003,3.14,L100,TP100,2
8368,S11166,T1008,5.98,L100,TP105,2
8369,S11203,T1008,9.92,L100,TP105,2
8370,S11203,T1008,9.93,L100,TP105,2
8371,S14451,T1073,626.0,L148,TP112,2
8372,S14452,T1029,65336.23,L148,TP102,2
8373,S13630,T1003,50.28,L100,TP100,2
8374,S14453,T1004,431.57,L102,TP161,2
8375,S10327,T1000,10.0,L100,TP100,2
8376,S14454,T1000,82.0,L100,TP100,2
8377,S14455,T1003,9.94,L100,TP100,2
8378,S14456,T1000,10.86,L100,TP100,2
8379,S14457,T1034,216.41,L148,TP120,2
8380,S14458,T1111,39.7,L102,TP125,0
8381,S11203,T1008,9.98,L100,TP105,2
8382,S11953,T1023,8.45,L100,TP120,0
8383,S10208,T1042,159.9,L113,TP112,0
8384,S11203,T1008,9.97,L100,TP105,2
8385,S14459,T1073,1132.0,L110,TP112,2
8386,S12662,T1003,3.01,L100,TP100,0
8387,S12662,T1003,21.37,L100,TP100,0
8388,S11203,T1008,9.94,L100,TP105,2
8389,S11203,T1008,9.95,L100,TP105,2
8390,S14460,T1000,30.0,L100,TP100,2
8391,S11203,T1008,9.93,L100,TP105,2
8392,S12332,T1018,0.0,L102,TP113,0
8393,S14461,T1003,0.0,L100,TP100,0
8394,S14317,T1023,0.0,L100,TP120,0
8395,S13023,T1259,0.0,L100,TP121,0
8396,S14317,T1023,0.0,L100,TP120,0
8397,S14317,T1023,0.0,L100,TP120,0
8398,S14317,T1023,0.0,L100,TP120,0
8399,S14462,T1023,7.0,L100,TP120,2
8400,S13057,T1008,5.92,L100,TP105,2
8401,S13234,T1008,9.99,L100,TP105,2
8402,S14463,T1000,126.07,L100,TP100,2
8403,S14463,T1000,126.06,L100,TP100,2
8404,S14418,T1000,340.0,L100,TP100,2
8405,S13234,T1008,5.98,L100,TP105,2
8406,S14464,T1037,1.0,L100,TP126,2
8407,S14465,T1009,20.0,L104,TP106,2
8408,S14466,T1002,57.0,L100,TP102,2
8409,S11041,T1029,68.74,L148,TP102,2
8410,S14467,T1037,2150.0,L100,TP126,2
8411,S14172,T1037,1087.0,L100,TP126,2
8412,S14468,T1110,384.15,L110,TP126,2
8413,S14469,T1000,20.27,L100,TP100,2
8414,S14470,T1023,1.0,L100,TP120,2
8415,S14471,T1000,123.94,L100,TP100,2
8416,S14472,T1003,224.0,L100,TP100,2
8417,S11041,T1029,68.73,L110,TP102,2
8418,S14473,T1026,15.91,L110,TP100,2
8419,S14474,T1023,7.0,L100,TP120,0
8420,S10489,T1008,10.0,L100,TP105,2
8421,S10039,T1008,5.96,L100,TP105,2
8422,S14475,T1008,20.0,L100,TP105,2
8423,S10489,T1008,0.0,L100,TP105,2
8424,S11041,T1029,65.32,L148,TP102,2
8425,S14476,T1003,981.02,L100,TP100,2
8426,S14477,T1003,18.79,L100,TP100,2
8427,S11041,T1029,65.38,L110,TP102,2
8428,S14478,T1016,28.4,L106,TP111,2
8429,S11041,T1029,65.34,L148,TP102,2
8430,S11041,T1029,65.36,L110,TP102,2
8431,S10489,T1008,60.0,L100,TP105,2
8432,S14479,T1125,502.43,L100,TP120,2
8433,S14480,T1008,9.97,L100,TP105,2
8434,S10867,T1008,40.0,L100,TP105,2
8435,S11677,T1000,74.91,L100,TP100,2
8436,S14481,T1002,50.0,L100,TP102,2
8437,S14482,T1000,54.23,L100,TP100,2
8438,S10867,T1008,0.0,L100,TP105,2
8439,S10040,T1000,27.0,L100,TP100,2
8440,S14483,T1003,226.54,L100,TP100,2
8441,S14187,T1003,7.87,L100,TP100,2
8442,S14475,T1008,0.0,L100,TP105,2
8443,S14212,T1000,17.15,L100,TP100,2
8444,S14484,T1037,1260.0,L100,TP126,2
8445,S14481,T1002,54.0,L100,TP102,2
8446,S11041,T1029,68.71,L110,TP102,2
8447,S14485,T1037,1284.0,L100,TP126,2
8448,S11041,T1029,68.74,L110,TP102,2
8449,S14486,T1037,4.0,L100,TP126,2
8450,S10489,T1008,90.0,L100,TP105,2
8451,S14487,T1029,85.23,L110,TP102,2
8452,S11677,T1000,110.94,L100,TP100,2
8453,S10638,T1023,4.0,L100,TP120,2
8454,S11677,T1000,127.8,L100,TP100,2
8455,S14488,T1003,111.96,L100,TP100,2
8456,S14489,T1037,1280.0,L100,TP126,2
8457,S14490,T1000,139.39,L100,TP100,2
8458,S10867,T1008,20.0,L100,TP105,2
8459,S14491,T1023,5.0,L100,TP120,2
8460,S14492,T1003,65.0,L100,TP100,2
8461,S14493,T1122,1444.5,L110,TP116,2
8462,S14494,T1037,20.0,L100,TP126,2
8463,S14495,T1080,357.53,L110,TP100,2
8464,S14496,T1003,49.2,L100,TP100,0
8465,S14496,T1003,49.1,L100,TP100,1
8466,S14497,T1000,51.57,L100,TP100,2
8467,S14487,T1029,68.7,L110,TP102,2
8468,S14498,T1000,10.73,L100,TP100,2
8469,S14499,T1003,72.0,L100,TP100,2
8470,S14500,T1000,165.2,L100,TP100,2
8471,S11677,T1000,24.92,L100,TP100,2
8472,S14501,T1000,53.97,L100,TP100,2
8473,S10425,T1003,23.5,L100,TP100,2
8474,S14502,T1165,9.0,L102,TP100,2
8475,S14503,T1013,9.96,L102,TP108,2
8476,S14504,T1000,168.58,L100,TP100,0
8477,S14504,T1000,168.59,L100,TP100,1
8478,S13827,T1004,151.28,L102,TP104,2
8479,S14505,T1037,8.0,L100,TP126,2
8480,S14411,T1045,1.0,L106,TP108,0
8481,S14411,T1045,7.0,L106,TP108,0
8482,S14411,T1038,44.9,L102,TP125,0
8483,S14412,T1045,5.0,L106,TP108,0
